run_id,dataset,dataset_id,algorithm,repeat,fold,n_train,n_test,n_features,n_categorical,n_classes,roc_auc,train_time_s,inference_time_s,warmup_s,device,preprocessing,raw_error,error,git_commit,hostname,timestamp
check_refactor_oldenv,credit-g,31,random_forest,0,0,800,200,20,13,2,0.7825595238095236,0.2534788670000125,0.0430557870004122,,cpu x12,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,20a52c9,Kremen,2026-09-09T12:42:27+02:00
check_refactor_oldenv,credit-g,31,random_forest,0,1,800,200,20,13,2,0.7800595238095238,0.2502834659990185,0.0438732610000442,,cpu x12,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,20a52c9,Kremen,2026-09-09T12:42:27+02:00
check_refactor_oldenv,credit-g,31,random_forest,0,2,800,200,20,13,2,0.7613095238095239,0.2501020290001179,0.0437460459997964,,cpu x12,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,20a52c9,Kremen,2026-09-09T12:42:27+02:00
check_refactor_oldenv,credit-g,31,random_forest,0,3,800,200,20,13,2,0.8147619047619048,0.3473176440002135,0.0420869029985624,,cpu x12,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,20a52c9,Kremen,2026-09-09T12:42:28+02:00
check_refactor_oldenv,credit-g,31,random_forest,0,4,800,200,20,13,2,0.7673214285714285,0.2508813379990897,0.032879877000596,,cpu x12,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,20a52c9,Kremen,2026-09-09T12:42:28+02:00
check_refactor_oldenv,credit-g,31,xgboost,0,0,800,200,20,13,2,0.7873809523809524,0.035874776998753,0.0048839850005606,,cpu x12,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,20a52c9,Kremen,2026-09-09T12:42:28+02:00
check_refactor_oldenv,credit-g,31,xgboost,0,1,800,200,20,13,2,0.7505952380952381,0.0341359039994131,0.0062381269999605,,cpu x12,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,20a52c9,Kremen,2026-09-09T12:42:28+02:00
check_refactor_oldenv,credit-g,31,xgboost,0,2,800,200,20,13,2,0.7869047619047619,0.0350670759999047,0.0033566509991942,,cpu x12,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,20a52c9,Kremen,2026-09-09T12:42:28+02:00
check_refactor_oldenv,credit-g,31,xgboost,0,3,800,200,20,13,2,0.7825000000000001,0.0337959489988861,0.0037538119995588,,cpu x12,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,20a52c9,Kremen,2026-09-09T12:42:28+02:00
check_refactor_oldenv,credit-g,31,xgboost,0,4,800,200,20,13,2,0.7845238095238095,0.0358990570002788,0.0033149430000776,,cpu x12,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,20a52c9,Kremen,2026-09-09T12:42:28+02:00
